13,42.70608436,-84.47983578,999,999,999,999,999,999,1491856357
14,42.70604447,-84.48025739,84.6,84.9,54,50,42,46,1491856497
15,42.70605136,-84.48026034,3.65,4.06,68,62,28,34,1491856632
16,42.70604448,-84.47922413,999,999,999,999,999,999,1491856770
17,42.70520486,-84.48271334,999,999,999,999,999,999,1491857063
18,42.70569109,-84.48192861,999,999,999,999,999,999,1491857193
19,42.70684635,-84.48269922,999,999,999,999,999,999,1491857430
21,42.70649542,-84.48399359,84.1,84.3,57,56,39,40,1491857839
22,42.70648213,-84.48370292,999,999,999,999,999,999,1491857947
24,42.70662813,-84.48401505,51.7,52.2,65,62,34,31,1491858583
25,42.70521378,-84.48390662,999,999,999,999,999,999,1491858847
26,42.70854181,-84.4816044,84.3,84.6,47,42,49,54,1491859066
